,word,positive_count,negative_count,total
8608,밸류체인,14,24,38
8609,나타났으며,17,24,41
8612,중론,10,13,23
8614,경기민감,4,11,15
8615,비민,2,14,16
8616,경기민감물가,7,31,38
8624,대화,27,42,69
8625,긴밀,7,12,19
8627,베이징,26,51,77
8629,외교부,4,17,21
8633,부장,32,69,101
8636,고도화,13,50,63
8637,핵,8,15,23
8645,검사,22,100,122
8648,주권,7,11,18
8650,침해,8,22,30
8655,안보,26,44,70
8666,해상,7,27,34
8669,검찰,13,30,43
8672,방위,10,15,25
8675,상공,7,13,20
8679,무인,3,22,25
8684,걸린,2,14,16
8686,인근,46,94,140
8702,베이,11,46,57
8706,유엔,6,17,23
8711,출현,10,16,26
8718,중미,5,12,17
8719,시진핑,20,22,42
8723,부대,7,12,19
8730,사설,16,27,43
8732,국방부,11,15,26
8734,실험,9,13,22
8736,정세,14,19,33
8738,국토,19,22,41
8741,봉쇄,16,14,30
8742,맞춘,13,31,44
8748,비난,12,15,27
8751,긴장,25,72,97
8752,돌아오,14,45,59
8754,직간접적,6,9,15
8757,도전,36,70,106
8760,동맹국,5,11,16
8765,칼,15,46,61
8767,部署,1,15,16
8768,德,1,17,18
8769,是,1,14,15
8778,在,1,16,17
8783,北,6,20,26
8796,向,6,17,23
8799,不,1,14,15
8886,比,24,52,76
8903,新,9,13,22
8914,자사,24,53,77
8917,중국은행,11,28,39
8919,머니마켓펀드,11,43,54
8920,돼,34,79,113
8922,미지급,12,14,26
8925,대출비중,21,19,40
8930,꺼내,8,16,24
8931,들어선,2,15,17
8939,마이너스성장,16,14,30
8944,모건스탠리,17,60,77
8945,내세워,4,12,16
8946,이목,13,28,41
8948,제조업체,24,33,57
8951,완성차,27,41,68
8952,커진다,14,13,27
8953,결제수요,6,12,18
8954,애초,14,24,38
8958,조율,9,19,28
8960,세도,6,10,16
8964,일회성,3,15,18
8974,패소,5,12,17
8979,결성,14,14,28
8980,보잉,9,56,65
8982,월마트,28,6,34
8987,방산,25,81,106
8988,취약계층,29,108,137
8991,디지털,64,215,279
8993,경,11,19,30
8997,과소평가,7,9,16
8998,지적도,16,36,52
9000,조업일수,13,6,19
9002,최신,8,23,31
9003,단축,31,54,85
9005,로버트,7,21,28
9007,고전,8,15,23
9008,월가,134,271,405
9010,월스트리트저널,42,107,149
9011,돌릴,4,11,15
9013,추락,18,37,55
9014,중국인민은행,3,17,20
9015,초안,13,7,20
9018,엄격,14,23,37
9019,공포,33,39,72
9022,세일,6,9,15
9023,패키지,24,34,58
9025,투자등급채권,20,12,32
9028,권,7,9,16
9029,이해관계자,7,17,24
9034,해법,12,40,52
9037,가치평가,13,7,20
9043,양도,5,12,17
9045,생길,6,32,38
9047,돌이켜,14,10,24
9052,경제연구소,11,24,35
9053,각사,11,6,17
9060,주요주주,11,11,22
9061,저장,11,18,29
9063,현대오일뱅크,26,33,59
9064,씨제이,19,25,44
9065,헬로,6,15,21
9066,비전,19,61,80
9069,부지,26,55,81
9070,자인,6,11,17
9071,니스,7,24,31
9073,떠안,7,17,24
9074,인허가,24,34,58
9076,곧바로,11,14,25
9081,컨소시엄,16,22,38
9082,사모펀드,23,55,78
9083,두산밥캣,4,22,26
9087,동일등급,6,10,16
9089,가리,13,25,38
9092,왕,18,16,34
9095,비상금,6,28,34
9097,원금손실,12,27,39
9101,자산총계,19,8,27
9102,보험회사,24,20,44
9104,기피,11,21,32
9110,주인,19,65,84
9111,국부펀드,26,21,47
9115,거대,9,12,21
9117,서류,18,59,77
9119,써,21,15,36
9121,마음,21,37,58
9129,비결,7,10,17
9133,거세,10,20,30
9137,예탁금,15,26,41
9142,맡기,10,19,29
9143,투자신탁,7,17,24
9145,실세,17,11,28
9146,말잔,8,10,18
9147,금전신탁,4,18,22
9149,발행어음,29,19,48
9153,단기성,5,12,17
9155,탈출,15,32,47
9158,백,5,11,16
9159,투자의견,103,119,222
9160,단독,33,37,70
9161,S-OIL,16,16,32
9162,삼성토탈,14,8,22
9163,현대파워텍,16,2,18
9164,SK가스,24,2,26
9168,셀,13,40,53
9169,갤러리,9,13,22
9171,바란다,25,68,93
9172,혁,12,4,16
9173,영업익,74,18,92
9174,유동자산,63,6,69
9175,유동비율,63,8,71
9176,세전이익,67,6,73
9179,현대모비스,24,17,41
9181,롯데호텔,5,11,16
9182,삼성SDI,18,71,89
9184,GS리테일,6,15,21
9189,텔,9,8,17
9190,링크,7,10,17
9191,세아제강,13,13,26
9194,대성에너지,11,5,16
9195,동원F&B,7,8,15
9196,로지스틱스,7,9,16
9197,국도화학,13,6,19
9198,매일유업,11,8,19
9200,메,9,17,26
9201,세아홀딩스,12,7,19
9202,한일시멘트,10,11,21
9204,대한유화,11,5,16
9208,크라운제과,11,4,15
9209,AJ네트웍스,21,30,51
9214,기사,62,137,199
9215,활용도,9,23,32
9216,전세가,14,24,38
9217,이어간,3,17,20
9221,외부자금,11,9,20
9225,살피,12,15,27
9226,수시로,4,19,23
9234,기울여,8,10,18
9241,통화신용정책보고서,5,21,26
9243,경제분석,11,22,33
9244,협업,33,49,82
9248,장마,15,25,40
9249,건강,31,74,105
9254,경색,39,54,93
9255,사채권자,13,6,19
9256,진보,11,7,18
9257,지식,11,20,31
9258,서비스산업,8,8,16
9261,직업,3,12,15
9265,관세청,11,15,26
9266,비우량물,13,8,21
9267,지배구조,44,38,82
9268,과매도,20,25,45
9270,로드맵,7,23,30
9273,좀비기업,8,9,17
9275,기업금융,71,33,104
9277,이슈기업,2,17,19
9278,단,15,27,42
9281,과반,9,12,21
9283,한국판,15,9,24
9284,섣불리,10,28,38
9286,필연,10,5,15
9287,자주,13,27,40
9296,포커스,10,16,26
9297,지준,22,47,69
9301,대출태도,13,36,49
9302,답한,4,13,17
9304,터널,8,7,15
9305,협조,15,16,31
9306,실직,12,17,29
9312,연령대,12,26,38
9314,미뤄졌,8,7,15
9316,꼽히,25,42,67
9317,북한리스크,17,14,31
9318,국방비,4,13,17
9320,줄였,21,43,64
9322,공습,6,27,33
9324,상점,14,5,19
9325,스포츠,15,30,45
9327,오프,21,2,23
9333,환급금,9,12,21
9334,무선,11,5,16
9336,생긴,6,22,28
9341,난방,7,19,26
9344,셰일,6,22,28
9348,살펴,14,14,28
9350,지대,8,22,30
9351,여성,41,132,173
9352,은퇴,14,40,54
9358,원래,6,16,22
9361,바꿀,10,37,47
9362,일대,13,34,47
9363,흔들림,9,15,24
9366,버티,23,23,46
9369,공제회,20,26,46
9370,더블,4,23,27
9371,퍼스트,3,30,33
9375,유진투자증권,13,51,64
9382,거품,36,70,106
9386,처했,6,11,17
9388,중도금,37,109,146
9389,대출보증,7,24,31
9390,국지,9,7,16
9392,분양가상한제,7,25,32
9393,전매,3,23,26
9394,불법,77,48,125
9395,분양권,3,12,15
9396,단속,15,8,23
9398,돌려주,5,16,21
9399,영업손실,15,37,52
9401,절,9,29,38
9406,이뤄졌,16,53,69
9410,기댄,8,15,23
9411,마침,15,4,19
9412,진화,15,14,29
9414,테스트,27,53,80
9416,내려,27,37,64
9417,쉽사리,12,7,19
9418,지탱,11,17,28
9420,청탁금지법,6,9,15
9422,침체기,10,21,31
9423,나타난다,12,18,30
9426,규제가격,17,7,24
9429,여의치,8,10,18
9430,건물,42,99,141
9431,만전,7,32,39
9432,기해,7,11,18
9442,운임,13,25,38
9445,평형,11,9,20
9446,세밀,11,10,21
9447,페이,25,155,180
9448,중고차,38,45,83
9454,사흘,21,46,67
9455,석유수출국기구,5,11,16
9457,신주인수권부사채,9,8,17
9461,공급계약,13,7,20
9464,신주,9,13,22
9467,재정거래,63,8,71
9468,미국연방공개시장위원회,10,50,60
9472,이재용,4,11,15
9473,부사장,9,30,39
9475,끈다,16,41,57
9489,동맹,37,19,56
9491,銀,10,33,43
9493,株,16,20,36
9494,2차전지,33,122,155
9495,간격,6,14,20
9498,보낼,6,9,15
9500,전액,69,140,209
9501,숨고르기,13,56,69
9502,미연준의장,13,16,29
9503,래리,10,11,21
9504,접,11,7,18
9509,걸음,7,11,18
9518,몰릴,6,13,19
9519,놓이,6,11,17
9521,포드,11,13,24
9523,결과물,12,12,24
9529,잠깐,8,10,18
9532,갈림길,27,5,32
9541,선고,9,21,30
9544,공직,12,3,15
9554,기소,22,14,36
9559,뇌물,11,5,16
9562,성,20,15,35
9563,혐의,31,35,66
9566,작전,7,12,19
9567,재판,14,13,27
9568,구속,12,17,29
9576,징역,15,12,27
9577,평생,3,15,18
9578,항소,6,9,15
9579,사법,13,18,31
9584,적격,30,16,46
9585,심사,61,110,171
9589,국민당,5,10,15
9590,사면,6,80,86
9592,리더,3,24,27
9596,쇼,9,11,20
9606,나빠질,10,6,16
9609,급속히,9,10,19
9611,훌쩍,10,22,32
9613,순간,11,16,27
9621,보여준다,13,25,38
9626,영국은행,10,12,22
9635,낫,12,20,32
9637,획기,7,9,16
9638,돌려,13,18,31
9642,셈,3,14,17
9643,브,19,43,62
9644,르,12,27,39
9654,괜찮,17,17,34
9655,출자금,12,5,17
9657,커버,28,11,39
9660,늘어난다,7,26,33
9661,느슨,3,13,16
9666,버틸,10,7,17
9667,돌아온다,6,15,21
9674,자산군,25,21,46
9675,줄어든다,10,13,23
9681,더뎌,7,11,18
9682,각광,7,19,26
9686,에이스,28,46,74
9690,텍,16,34,50
9694,농축산물,9,11,20
9699,가득,6,11,17
9701,문의,22,47,69
9702,차등,14,23,37
9703,초과유동성,16,2,18
9704,보유액,6,16,22
9707,딜,16,50,66
9714,지급액,17,9,26
9716,여유자금,16,24,40
9717,융자금,11,21,32
9719,공개시장,5,19,24
9724,지급준비금,7,37,44
9725,할당,8,13,21
9726,담보물,11,13,24
9732,모인,5,11,16
9733,모여,8,11,19
9735,두루,9,8,17
9740,수위,8,31,39
9741,부활,13,38,51
9746,턴어라운드,11,20,31
9748,뷰,8,26,34
9749,일단락,20,21,41
9751,전약후강,4,12,16
9752,앞당겨질,7,22,29
9760,땐,24,36,60
9762,베어스티프닝,11,9,20
9765,남겨,9,12,21
9771,덩달,5,22,27
9772,우려감,19,30,49
9774,단연,8,8,16
9782,탄력성,11,31,42
9784,대란,20,14,34
9789,공적연금,8,14,22
9790,수령,26,23,49
9794,다만,4,17,21
9796,근래,12,15,27
9798,기술혁신,12,20,32
9802,세분화,10,18,28
9803,해양플랜트,6,9,15
9813,보내,17,37,54
9815,나란히,34,75,109
9817,팩트,3,19,22
9819,노리,13,34,47
9824,상하위,3,12,15
9825,만기구간,6,9,15
9827,양자,18,30,48
9830,연말효과,13,7,20
9831,겨냥,17,31,48
9833,조달비중,16,6,22
9835,투심,43,105,148
9836,활기,15,25,40
9837,불어넣,11,11,22
9839,한국전력공사,8,11,19
9841,예대율,19,24,43
9842,토탈,16,20,36
9843,한국금융지주,25,19,44
9844,성적,9,27,36
9847,굮,14,5,19
9848,풀무원,8,10,18
9851,경쟁사,19,27,46
9852,손해율,109,4,113
9854,발전소,13,27,40
9859,방사능유출사태,4,15,19
9861,고물가,56,95,151
9867,이화진,11,10,21
9872,보탬,9,13,22
9873,사자,25,81,106
9874,났,15,29,44
9877,대외채무,6,34,40
9881,우량채,13,29,42
9882,우량채권,11,17,28
9884,두려움,9,18,27
9887,근본,7,15,22
9888,줄여야,13,11,24
9891,선별,26,43,69
9893,황,51,72,123
9894,미주,4,11,15
9895,노선,69,103,172
9896,컨테이너,27,11,38
9898,물동량,5,19,24
9903,그룹사,4,14,18
9905,자본총계,25,13,38
9906,에스티,14,3,17
9907,엑스,22,11,33
9909,용지,5,11,16
9913,분양률,8,16,24
9918,쌍용건설,15,8,23
9919,선수금,21,14,35
9921,잔량,16,5,21
9923,운송장,7,17,24
9925,해운대,14,2,16
9931,BBB+등급,5,12,17
9936,FTSE100,7,11,18
9937,엔원,8,8,16
9938,공개시장조작,3,15,18
9939,적수,21,21,42
9947,경제전문가,6,14,20
9949,진짜,5,13,18
9954,돌아올,7,10,17
9967,머리,7,15,22
9976,대상국,3,12,15
9977,흔들,6,12,18
9980,수정치,8,14,22
9981,주유소,38,6,44
9987,자영업,27,38,65
9990,반사이익,3,15,18
9991,가구수,7,9,16
9995,승용차,8,26,34
9996,힘써,5,11,16
9997,못지않,9,8,17
10001,시의,8,10,18
10002,도착,7,10,17
10005,안건,25,29,54
10007,슬로바키아,11,28,39
10009,딜레마,8,19,27
10010,빠진,24,45,69
10012,지형,6,10,16
10014,매수포지션,14,20,34
10021,이뤄진,12,37,49
10024,일련,9,18,27
10026,서둘러,11,25,36
10029,기울이,10,19,29
10031,제이차,7,20,27
10034,스탠,2,32,34
10036,동부증권,13,15,28
10044,미워도,2,34,36
10045,하폭,11,30,41
10047,만기도래액,3,19,22
10050,현대증권,23,25,48
10053,한국캐피탈,10,32,42
10054,채권보유비중,6,9,15
10055,이머징국가,17,23,40
10058,이태리,6,21,27
10062,매도포지션,14,16,30
10064,내려와,3,12,15
10074,직매입,7,13,20
10077,추측,6,23,29
10083,연례,4,18,22
10085,참석,42,143,185
10087,실렸,5,10,15
10088,필터,9,16,25
10093,재정증권,5,20,25
10096,보강,5,18,23
10103,도금,3,15,18
10111,학계,6,15,21
10112,패러다임,14,29,43
10114,중장기영역,11,6,17
10123,발현,8,8,16
10124,점치,6,17,23
10126,회자,7,9,16
10127,북클로징,5,16,21
10131,투기자금,6,9,15
10132,통계국,26,64,90
10133,노동통계국,5,14,19
10138,발판,11,10,21
10139,국가통계국,10,7,17
10146,나흘,1,28,29
10148,식량,12,8,20
10151,수직,7,17,24
10154,휴일,8,13,21
10161,뛰,62,99,161
10167,박,40,142,182
10168,이데일리,744,1864,2608
10172,고른,7,11,18
10174,원치,3,12,15
10176,배송,8,48,56
10179,관여,3,13,16
10181,가이드라인,14,24,38
10189,아이파크,4,18,22
10191,사모사채,4,16,20
10195,안녕,2,26,28
10197,에너지섹터,5,30,35
10199,붐,18,23,41
10201,배율,6,19,25
10204,국제에너지기구,1,17,18
10209,이라크,3,19,22
10210,소,11,48,59
10214,장악,6,11,17
10219,오일,9,20,29
10221,에너지산업,1,16,17
10224,진영,4,15,19
10229,예멘,3,34,37
10230,알제리,12,12,24
10232,쿠웨이트,2,15,17
10233,큰손,14,28,42
10234,연방준비제도,296,767,1063
10236,몰렸,42,59,101
10238,잇달,8,24,32
10239,뉴욕증시,219,572,791
10249,테크,72,249,321
10250,부도,49,56,105
10252,폭탄,5,14,19
10253,주소,8,10,18
10256,웰스,3,36,39
10257,파고,1,31,32
10258,인수합병,18,47,65
10259,브릿지론,8,39,47
10263,잇,7,27,34
10269,이렇,16,22,38
10278,웃,9,17,26
10280,베네수엘라,1,28,29
10283,기재부,34,72,106
10299,신재생에너지,6,36,42
10301,역레포,1,35,36
10302,패,8,8,16
10303,광산업,16,5,21
10305,폐업,41,44,85
10308,아세안,19,26,45
10309,빨랐,10,10,20
10313,일지,11,8,19
10322,수차례,2,13,15
10327,교육,75,119,194
10329,감세정책,17,13,30
10331,미국인,10,18,28
10334,조언,37,113,150
10338,신흥시장,7,26,33
10339,드러낸,5,10,15
10341,완만히,10,8,18
10342,지양,8,7,15
10348,서,17,38,55
10350,유익,12,7,19
10351,온전히,9,12,21
10352,비금속,12,32,44
10353,광물,8,22,30
10355,시험,11,18,29
10356,입증,38,24,62
10359,대한상공회의소,13,8,21
10360,총요소생산성,3,12,15
10361,조망,7,19,26
10364,주택구입,28,37,65
10365,살펴봐야,8,12,20
10366,확연,8,10,18
10368,반사,9,11,20
10371,바꾼,4,11,15
10372,트,80,76,156
10373,럼,30,5,35
10374,플레이션,7,8,15
10375,바람,9,24,33
10379,국장,33,46,79
10381,찬,9,14,23
10383,완성,17,19,36
10384,심의,25,28,53
10388,결의,19,24,43
10390,놓치,11,17,28
10391,퇴직,11,26,37
10392,직장,17,39,56
10394,고소득층,12,6,18
10396,메디케어,4,12,16
10400,아동,11,21,32
10404,보건,14,18,32
10406,학자금,8,24,32
10408,내세웠,5,17,22
10409,라이언,7,9,16
10411,방해,11,20,31
10417,종결,9,11,20
10423,PMI지수,11,8,19
10425,벌써,6,19,25
10426,행복,23,25,48
10427,초대,16,34,50
10428,갖춘,23,48,71
10429,막상,8,8,16
10438,엇갈렸,11,24,35
10439,감사보고서,17,32,49
10442,용기,4,12,16
10448,NH투자증권,44,161,205
10454,발행한도,18,26,44
10460,프로젝트파이낸싱,70,207,277
10462,간접투자,2,14,16
10464,벤처,33,33,66
10468,샀,10,10,20
10469,이럴,8,20,28
10470,만난,3,15,18
10472,녹십자,16,31,47
10476,신사업,17,25,42
10477,마켓,299,871,1170
10484,한파,14,55,69
10487,탁월,2,17,19
10496,솔루션,97,220,317
10502,교보,8,18,26
10503,지에스,16,13,29
10507,균,8,24,32
10508,김정현,7,18,25
10511,장애물,10,7,17
10513,창당,12,11,23
10516,기상악화,2,17,19
10520,필수,19,69,88
10524,금융통화위원,3,14,17
10525,상용직,15,7,22
10527,국제결제은행,11,21,32
10531,날씨,8,18,26
10532,용품,4,22,26
10533,납,5,22,27
10538,작물,5,12,17
10539,줄줄이,20,61,81
10541,좌동,10,21,31
10542,수익증권,26,11,37
10547,규제안,3,19,22
10549,투자자보호,15,16,31
10552,현선물,7,15,22
10560,바라보,33,44,77
10564,그,9,34,43
10565,지니,5,10,15
10568,기간프리미엄,5,16,21
10575,무너진,12,7,19
10576,재건,9,13,22
10577,본토,23,45,68
10578,인센티브,20,41,61
10582,엇갈린,9,18,27
10585,한라그룹,1,22,23
10588,기업공개,20,44,64
10590,평택시,2,18,20
10596,송파구,13,25,38
10600,제동,5,26,31
10603,정몽원,1,20,21
10607,잠실,8,12,20
10608,공정위,6,30,36
10616,로지스,6,30,36
10618,창고,11,81,92
10627,오락,6,23,29
10628,스택,1,23,24
10631,주식회사,4,19,23
10638,물질,14,9,23
10639,의약품,19,77,96
10642,수집,7,15,22
10647,조경,6,12,18
10665,공개매수,23,5,28
10668,투자자문,9,10,19
10674,기일,8,15,23
10678,만주,19,58,77
10690,성장기,4,19,23
10693,장기차입금,1,16,17
10694,부채총계,11,10,21
10696,자기주식,4,15,19
10700,설계,42,115,157
10702,플라스틱,11,9,20
10708,조작,15,34,49
10712,전문기업,12,26,38
10713,제휴,9,80,89
10719,사료,10,15,25
10724,순서,9,24,33
10725,시공,23,56,79
10726,건설업체,19,21,40
10729,공항,24,34,58
10735,호반,22,27,49
10737,현대엔지니어링,8,19,27
10738,대손,7,8,15
10742,미니,10,23,33
10744,중소,64,129,193
10745,융통,2,15,17
10751,주선,3,16,19
10752,푸,19,35,54
10756,KB손해보험,14,15,29
10757,발행주식수,14,3,17
10758,최고가,36,156,192
10759,최저가,15,6,21
10760,외국인지분율,25,6,31
10762,배당수익률,76,58,134
10763,투자포인트,5,10,15
10768,업그레이드,9,26,35
10769,목표주가,122,92,214
10772,P/B,11,6,17
10773,삼영전자,18,1,19
10777,재무상태표,7,25,32
10778,이자이익,23,26,49
10779,비이,14,11,25
10782,충당금전입액,10,7,17
10783,영업외손익,15,1,16
10784,예수금,14,17,31
10787,평잔,7,17,24
10788,초과수익,13,23,36
10794,며칠,7,15,22
10798,자연스레,4,13,17
10799,대북리스크,5,11,16
10804,조정안,12,6,18
10809,바클레이스,7,8,15
10810,관찰대상국,11,7,18
10817,넘긴,8,20,28
10819,매주,13,43,56
10822,주자,15,32,47
10825,앉,5,11,16
10826,듣,10,29,39
10829,맞이,17,35,52
10834,부통령,11,5,16
10837,시티,30,59,89
10838,손보,25,13,38
10840,굿,7,16,23
10843,가액,33,24,57
10844,극히,7,17,24
10847,신계약,52,10,62
10848,실손,5,10,15
10851,사업비율,55,1,56
10855,투자이익,15,3,18
10856,손해액,15,1,16
10857,사업비,49,24,73
10865,메인,12,5,17
10867,단단,18,5,23
10868,폭력,6,10,16
10871,불편,21,38,59
10873,전하,6,15,21
10877,기모,18,4,22
10883,금과,14,22,36
10889,메탈,4,11,15
10893,부부,23,84,107
10895,김정은,4,21,25
10896,정말,5,18,23
10899,싫,6,9,15
10903,종사자,11,20,31
10910,사회안전망,11,7,18
10915,콘텐츠,62,136,198
10918,손익분기,11,16,27
10920,적립금,49,27,76
10921,비자,2,13,15
10923,대형주,52,158,210
10926,예비,24,44,68
10927,조명,3,13,16
10930,집중도,15,4,19
10931,상응,9,12,21
10933,기업체,9,8,17
10936,외환당국,40,52,92
10944,필라델피아제조업지수,10,8,18
10947,달러화가치,9,29,38
10948,전산,49,52,101
10951,드디어,4,11,15
10952,순발행액,7,9,16
10953,어제,10,17,27
10957,할부,10,65,75
10958,리스,12,33,45
10959,외곽,4,13,17
10962,파괴,8,15,23
10970,석,41,28,69
10973,옥석,11,30,41
10976,여겨진다,5,10,15
10977,아쉬움,2,14,16
10978,부응,10,14,24
10981,높여야,6,18,24
10982,중계,12,30,42
10988,애매,10,20,30
11005,OIS스프레드,17,3,20
11007,증권거래위원회,10,36,46
11009,양도성예금증서,84,130,214
11016,메우,8,16,24
11019,여야,16,21,37
11021,수시,20,24,44
11024,현대카드,8,21,29
11025,들어올,4,13,17
11027,골디락스,7,29,36
11028,즐기,21,11,32
11034,자산시장,29,59,88
11035,귀,4,14,18
11042,돌리,8,21,29
11045,봐도,8,15,23
11052,건설업종,18,16,34
11056,미래에셋자산운용,48,126,174
11058,가전제품,8,11,19
11059,환급,52,122,174
11061,공공임대,7,15,22
11063,노동자,13,38,51
11065,이전지출,14,14,28
11068,부동산임대업,7,14,21
11070,준수,10,17,27
11075,기준가,5,12,17
11079,쌓이,13,13,26
11084,성급,14,27,41
11085,무너지,19,14,33
11087,자립,32,56,88
11092,나갔,7,17,24
11093,정신,7,20,27
11097,일조,15,24,39
11099,느낄,6,9,15
11105,결제,67,143,210
11109,절실,15,17,32
11116,방문,57,139,196
11129,삼성생명,75,27,102
11132,대부업체,26,9,35
11135,밀린,15,36,51
11159,현금배당,12,10,22
11164,사외이사,11,31,42
11167,양도세,8,30,38
11180,묶인,4,13,17
11188,반발,34,55,89
11189,뛰어난,8,22,30
11190,배려,5,16,21
11194,치명,11,5,16
11199,길이,7,10,17
11205,사진,602,1558,2160
11210,종식,12,15,27
11211,다면,8,8,16
11212,달째,24,29,53
11213,끝났,11,8,19
11215,거둘,15,17,32
11218,화이트리스트,40,2,42
11220,닷컴,15,27,42
11222,일어나,20,41,61
11228,우상향,11,16,27
11230,후폭풍,4,12,16
11238,헤지펀드,23,50,73
11239,레포,29,80,109
11247,무위험,11,10,21
11251,분배금,19,84,103
11252,도구,8,18,26
11255,변환,7,8,15
11268,자본이득,10,5,15
11276,은행세,61,5,66
11278,해명,8,9,17
11288,패배,6,12,18
11292,프라,8,26,34
11296,차츰,9,19,28
