,날짜,종가,한달 전 날짜
699,2021-08-13,0.54,2021-07-13
700,2021-08-12,0.56,2021-07-12
701,2021-08-11,0.49,2021-07-11
702,2021-08-10,0.51,2021-07-10
703,2021-08-09,0.5,2021-07-09
704,2021-08-06,0.48,2021-07-06
705,2021-08-05,0.5,2021-07-05
706,2021-08-04,0.51,2021-07-04
707,2021-08-03,0.49,2021-07-03
708,2021-08-02,0.44,2021-07-02
709,2021-07-30,0.58,2021-06-30
710,2021-07-29,0.51,2021-06-29
711,2021-07-28,0.51,2021-06-28
712,2021-07-27,0.57,2021-06-27
713,2021-07-26,0.57,2021-06-26
714,2021-07-23,0.55,2021-06-23
715,2021-07-22,0.52,2021-06-22
716,2021-07-21,0.5,2021-06-21
717,2021-07-20,0.51,2021-06-20
718,2021-07-19,0.54,2021-06-19
719,2021-07-16,0.56,2021-06-16
720,2021-07-15,0.59,2021-06-15
721,2021-07-14,0.59,2021-06-14
722,2021-07-13,0.58,2021-06-13
723,2021-07-12,0.52,2021-06-12
724,2021-07-09,0.52,2021-06-09
725,2021-07-08,0.51,2021-06-08
726,2021-07-07,0.48,2021-06-07
727,2021-07-06,0.4,2021-06-06
728,2021-07-05,0.47,2021-06-05
729,2021-07-02,0.51,2021-06-02
730,2021-07-01,0.53,2021-06-01
731,2021-06-30,0.63,2021-05-30
732,2021-06-29,0.58,2021-05-29
733,2021-06-28,0.59,2021-05-28
734,2021-06-25,0.57,2021-05-25
735,2021-06-24,0.53,2021-05-24
736,2021-06-23,0.53,2021-05-23
737,2021-06-22,0.56,2021-05-22
738,2021-06-21,0.56,2021-05-21
739,2021-06-18,0.51,2021-05-18
740,2021-06-17,0.48,2021-05-17
741,2021-06-16,0.47,2021-05-16
742,2021-06-15,0.47,2021-05-15
743,2021-06-14,0.47,2021-05-14
744,2021-06-11,0.5,2021-05-11
745,2021-06-10,0.49,2021-05-10
746,2021-06-09,0.48,2021-05-09
747,2021-06-08,0.45,2021-05-08
748,2021-06-07,0.46,2021-05-07
749,2021-06-04,0.48,2021-05-04
750,2021-06-03,0.46,2021-05-03
751,2021-06-02,0.47,2021-05-02
752,2021-06-01,0.49,2021-05-01
753,2021-05-31,0.51,2021-04-30
754,2021-05-28,0.48,2021-04-28
755,2021-05-27,0.43,2021-04-27
756,2021-05-26,0.49,2021-04-26
757,2021-05-25,0.47,2021-04-25
758,2021-05-24,0.48,2021-04-24
759,2021-05-21,0.5,2021-04-21
760,2021-05-20,0.49,2021-04-20
761,2021-05-18,0.48,2021-04-18
762,2021-05-17,0.48,2021-04-17
763,2021-05-14,0.49,2021-04-14
764,2021-05-13,0.46,2021-04-13
765,2021-05-12,0.47,2021-04-12
766,2021-05-11,0.47,2021-04-11
767,2021-05-10,0.47,2021-04-10
768,2021-05-07,0.47,2021-04-07
769,2021-05-06,0.47,2021-04-06
770,2021-05-04,0.49,2021-04-04
771,2021-05-03,0.42,2021-04-03
772,2021-04-30,0.49,2021-03-30
773,2021-04-29,0.48,2021-03-29
774,2021-04-28,0.48,2021-03-28
775,2021-04-27,0.47,2021-03-27
776,2021-04-26,0.47,2021-03-26
777,2021-04-23,0.5,2021-03-23
778,2021-04-22,0.49,2021-03-22
779,2021-04-21,0.48,2021-03-21
780,2021-04-20,0.47,2021-03-20
781,2021-04-19,0.49,2021-03-19
782,2021-04-16,0.48,2021-03-16
783,2021-04-15,0.48,2021-03-15
784,2021-04-14,0.48,2021-03-14
785,2021-04-13,0.52,2021-03-13
786,2021-04-12,0.53,2021-03-12
787,2021-04-09,0.49,2021-03-09
788,2021-04-08,0.46,2021-03-08
789,2021-04-07,0.48,2021-03-07
790,2021-04-06,0.46,2021-03-06
791,2021-04-05,0.45,2021-03-05
792,2021-04-02,0.44,2021-03-02
793,2021-04-01,0.45,2021-03-01
794,2021-03-31,0.59,2021-02-28
795,2021-03-30,0.49,2021-02-28
796,2021-03-29,0.47,2021-02-28
797,2021-03-26,0.48,2021-02-26
798,2021-03-25,0.51,2021-02-25
799,2021-03-24,0.47,2021-02-24
800,2021-03-23,0.49,2021-02-23
801,2021-03-22,0.47,2021-02-22
802,2021-03-19,0.47,2021-02-19
803,2021-03-18,0.48,2021-02-18
804,2021-03-17,0.46,2021-02-17
805,2021-03-16,0.47,2021-02-16
806,2021-03-15,0.51,2021-02-15
807,2021-03-12,0.53,2021-02-12
808,2021-03-11,0.5,2021-02-11
809,2021-03-10,0.49,2021-02-10
810,2021-03-09,0.52,2021-02-09
811,2021-03-08,0.48,2021-02-08
812,2021-03-05,0.47,2021-02-05
813,2021-03-04,0.45,2021-02-04
814,2021-03-03,0.47,2021-02-03
815,2021-03-02,0.47,2021-02-02
816,2021-02-26,0.59,2021-01-26
817,2021-02-25,0.52,2021-01-25
818,2021-02-24,0.5,2021-01-24
819,2021-02-23,0.49,2021-01-23
820,2021-02-22,0.5,2021-01-22
821,2021-02-19,0.51,2021-01-19
822,2021-02-18,0.49,2021-01-18
823,2021-02-17,0.47,2021-01-17
824,2021-02-16,0.5,2021-01-16
825,2021-02-15,0.49,2021-01-15
826,2021-02-10,0.49,2021-01-10
827,2021-02-09,0.49,2021-01-09
828,2021-02-08,0.48,2021-01-08
829,2021-02-05,0.46,2021-01-05
830,2021-02-04,0.47,2021-01-04
831,2021-02-03,0.45,2021-01-03
832,2021-02-02,0.47,2021-01-02
833,2021-02-01,0.49,2021-01-01
834,2021-01-29,0.52,2020-12-29
835,2021-01-28,0.46,2020-12-28
836,2021-01-27,0.45,2020-12-27
837,2021-01-26,0.51,2020-12-26
838,2021-01-25,0.48,2020-12-25
839,2021-01-22,0.49,2020-12-22
840,2021-01-21,0.48,2020-12-21
841,2021-01-20,0.48,2020-12-20
842,2021-01-19,0.48,2020-12-19
843,2021-01-18,0.51,2020-12-18
844,2021-01-15,0.5,2020-12-15
845,2021-01-14,0.49,2020-12-14
846,2021-01-13,0.49,2020-12-13
847,2021-01-12,0.48,2020-12-12
848,2021-01-11,0.51,2020-12-11
849,2021-01-08,0.48,2020-12-08
850,2021-01-07,0.49,2020-12-07
851,2021-01-06,0.48,2020-12-06
852,2021-01-05,0.48,2020-12-05
853,2021-01-04,0.53,2020-12-04
854,2020-12-31,0.61,2020-11-30
855,2020-12-30,0.57,2020-11-30
856,2020-12-29,0.54,2020-11-29
857,2020-12-28,0.55,2020-11-28
858,2020-12-24,0.55,2020-11-24
859,2020-12-23,0.56,2020-11-23
860,2020-12-22,0.52,2020-11-22
861,2020-12-21,0.51,2020-11-21
862,2020-12-18,0.48,2020-11-18
863,2020-12-17,0.48,2020-11-17
864,2020-12-16,0.49,2020-11-16
865,2020-12-15,0.49,2020-11-15
866,2020-12-14,0.5,2020-11-14
867,2020-12-11,0.5,2020-11-11
868,2020-12-10,0.49,2020-11-10
869,2020-12-09,0.48,2020-11-09
870,2020-12-08,0.45,2020-11-08
871,2020-12-07,0.46,2020-11-07
872,2020-12-04,0.48,2020-11-04
873,2020-12-03,0.48,2020-11-03
874,2020-12-02,0.48,2020-11-02
875,2020-12-01,0.51,2020-11-01
876,2020-11-30,0.6,2020-10-30
877,2020-11-27,0.52,2020-10-27
878,2020-11-26,0.53,2020-10-26
879,2020-11-25,0.51,2020-10-25
880,2020-11-24,0.52,2020-10-24
881,2020-11-23,0.51,2020-10-23
882,2020-11-20,0.49,2020-10-20
883,2020-11-19,0.49,2020-10-19
884,2020-11-18,0.48,2020-10-18
885,2020-11-17,0.49,2020-10-17
886,2020-11-16,0.48,2020-10-16
887,2020-11-13,0.48,2020-10-13
888,2020-11-12,0.48,2020-10-12
889,2020-11-11,0.48,2020-10-11
890,2020-11-10,0.49,2020-10-10
891,2020-11-09,0.5,2020-10-09
892,2020-11-06,0.51,2020-10-06
893,2020-11-05,0.46,2020-10-05
894,2020-11-04,0.46,2020-10-04
895,2020-11-03,0.47,2020-10-03
896,2020-11-02,0.48,2020-10-02
897,2020-10-30,0.52,2020-09-30
898,2020-10-29,0.48,2020-09-29
899,2020-10-28,0.49,2020-09-28
900,2020-10-27,0.56,2020-09-27
901,2020-10-26,0.56,2020-09-26
902,2020-10-23,0.55,2020-09-23
903,2020-10-22,0.53,2020-09-22
904,2020-10-21,0.52,2020-09-21
905,2020-10-20,0.49,2020-09-20
906,2020-10-19,0.48,2020-09-19
907,2020-10-16,0.47,2020-09-16
908,2020-10-15,0.47,2020-09-15
909,2020-10-14,0.5,2020-09-14
910,2020-10-13,0.54,2020-09-13
911,2020-10-12,0.54,2020-09-12
912,2020-10-08,0.53,2020-09-08
913,2020-10-07,0.48,2020-09-07
914,2020-10-06,0.46,2020-09-06
915,2020-10-05,0.47,2020-09-05
916,2020-09-29,0.55,2020-08-29
917,2020-09-28,0.48,2020-08-28
918,2020-09-25,0.48,2020-08-25
919,2020-09-24,0.49,2020-08-24
920,2020-09-23,0.47,2020-08-23
921,2020-09-22,0.49,2020-08-22
922,2020-09-21,0.46,2020-08-21
923,2020-09-18,0.47,2020-08-18
924,2020-09-17,0.46,2020-08-17
925,2020-09-16,0.46,2020-08-16
926,2020-09-15,0.46,2020-08-15
927,2020-09-14,0.47,2020-08-14
928,2020-09-11,0.49,2020-08-11
929,2020-09-10,0.47,2020-08-10
930,2020-09-09,0.48,2020-08-09
931,2020-09-08,0.43,2020-08-08
932,2020-09-07,0.49,2020-08-07
933,2020-09-04,0.48,2020-08-04
934,2020-09-03,0.48,2020-08-03
935,2020-09-02,0.49,2020-08-02
936,2020-09-01,0.52,2020-08-01
937,2020-08-31,0.55,2020-07-31
938,2020-08-28,0.49,2020-07-28
939,2020-08-27,0.5,2020-07-27
940,2020-08-26,0.53,2020-07-26
941,2020-08-25,0.52,2020-07-25
942,2020-08-24,0.53,2020-07-24
943,2020-08-21,0.53,2020-07-21
944,2020-08-20,0.5,2020-07-20
945,2020-08-19,0.51,2020-07-19
946,2020-08-18,0.52,2020-07-18
947,2020-08-14,0.52,2020-07-14
948,2020-08-13,0.49,2020-07-13
949,2020-08-12,0.49,2020-07-12
950,2020-08-11,0.47,2020-07-11
951,2020-08-10,0.47,2020-07-10
952,2020-08-07,0.5,2020-07-07
953,2020-08-06,0.49,2020-07-06
954,2020-08-05,0.48,2020-07-05
955,2020-08-04,0.5,2020-07-04
956,2020-08-03,0.51,2020-07-03
957,2020-07-31,0.51,2020-06-30
958,2020-07-30,0.49,2020-06-30
959,2020-07-29,0.48,2020-06-29
960,2020-07-28,0.47,2020-06-28
961,2020-07-27,0.49,2020-06-27
962,2020-07-24,0.48,2020-06-24
963,2020-07-23,0.46,2020-06-23
964,2020-07-22,0.45,2020-06-22
965,2020-07-21,0.46,2020-06-21
966,2020-07-20,0.44,2020-06-20
967,2020-07-17,0.46,2020-06-17
968,2020-07-16,0.49,2020-06-16
969,2020-07-15,0.47,2020-06-15
970,2020-07-14,0.48,2020-06-14
971,2020-07-13,0.5,2020-06-13
972,2020-07-10,0.49,2020-06-10
973,2020-07-09,0.48,2020-06-09
974,2020-07-08,0.48,2020-06-08
975,2020-07-07,0.45,2020-06-07
976,2020-07-06,0.49,2020-06-06
977,2020-07-03,0.5,2020-06-03
978,2020-07-02,0.47,2020-06-02
979,2020-07-01,0.48,2020-06-01
980,2020-06-30,0.57,2020-05-30
981,2020-06-29,0.49,2020-05-29
982,2020-06-26,0.5,2020-05-26
983,2020-06-25,0.47,2020-05-25
984,2020-06-24,0.48,2020-05-24
985,2020-06-23,0.47,2020-05-23
986,2020-06-22,0.47,2020-05-22
987,2020-06-19,0.46,2020-05-19
988,2020-06-18,0.46,2020-05-18
989,2020-06-17,0.47,2020-05-17
990,2020-06-16,0.46,2020-05-16
991,2020-06-15,0.46,2020-05-15
992,2020-06-12,0.46,2020-05-12
993,2020-06-11,0.49,2020-05-11
994,2020-06-10,0.49,2020-05-10
995,2020-06-09,0.5,2020-05-09
996,2020-06-08,0.46,2020-05-08
997,2020-06-05,0.47,2020-05-05
998,2020-06-04,0.46,2020-05-04
999,2020-06-03,0.47,2020-05-03
1000,2020-06-02,0.47,2020-05-02
1001,2020-06-01,0.49,2020-05-01
1002,2020-05-29,0.49,2020-04-29
1003,2020-05-28,0.49,2020-04-28
1004,2020-05-27,0.74,2020-04-27
1005,2020-05-26,0.72,2020-04-26
1006,2020-05-25,0.72,2020-04-25
1007,2020-05-22,0.72,2020-04-22
1008,2020-05-21,0.73,2020-04-21
1009,2020-05-20,0.72,2020-04-20
1010,2020-05-19,0.73,2020-04-19
1011,2020-05-18,0.71,2020-04-18
1012,2020-05-15,0.71,2020-04-15
1013,2020-05-14,0.72,2020-04-14
1014,2020-05-13,0.72,2020-04-13
1015,2020-05-12,0.73,2020-04-12
1016,2020-05-11,0.73,2020-04-11
1017,2020-05-08,0.72,2020-04-08
1018,2020-05-07,0.71,2020-04-07
1019,2020-05-06,0.72,2020-04-06
1020,2020-04-29,0.76,2020-03-29
1021,2020-04-28,0.73,2020-03-28
1022,2020-04-27,0.73,2020-03-27
1023,2020-04-24,0.74,2020-03-24
1024,2020-04-23,0.74,2020-03-23
1025,2020-04-22,0.74,2020-03-22
1026,2020-04-21,0.75,2020-03-21
1027,2020-04-20,0.75,2020-03-20
1028,2020-04-17,0.74,2020-03-17
1029,2020-04-16,0.73,2020-03-16
1030,2020-04-14,0.74,2020-03-14
1031,2020-04-13,0.75,2020-03-13
1032,2020-04-10,0.73,2020-03-10
1033,2020-04-09,0.73,2020-03-09
1034,2020-04-08,0.73,2020-03-08
1035,2020-04-07,0.74,2020-03-07
1036,2020-04-06,0.75,2020-03-06
1037,2020-04-03,0.73,2020-03-03
1038,2020-04-02,0.74,2020-03-02
1039,2020-04-01,0.76,2020-03-01
1040,2020-03-31,0.8,2020-02-29
1041,2020-03-30,0.76,2020-02-29
1042,2020-03-27,0.75,2020-02-27
1043,2020-03-26,0.73,2020-02-26
1044,2020-03-25,0.73,2020-02-25
1045,2020-03-24,0.72,2020-02-24
1046,2020-03-23,0.73,2020-02-23
1047,2020-03-20,0.73,2020-02-20
1048,2020-03-19,0.72,2020-02-19
1049,2020-03-18,0.73,2020-02-18
1050,2020-03-17,0.76,2020-02-17
1051,2020-03-16,1.27,2020-02-16
1052,2020-03-13,1.25,2020-02-13
1053,2020-03-12,1.25,2020-02-12
1054,2020-03-11,1.24,2020-02-11
1055,2020-03-10,1.25,2020-02-10
1056,2020-03-09,1.26,2020-02-09
1057,2020-03-06,1.24,2020-02-06
1058,2020-03-05,1.25,2020-02-05
1059,2020-03-04,1.25,2020-02-04
1060,2020-03-03,1.26,2020-02-03
1061,2020-03-02,1.26,2020-02-02
1062,2020-02-28,1.26,2020-01-28
1063,2020-02-27,1.23,2020-01-27
1064,2020-02-26,1.25,2020-01-26
1065,2020-02-25,1.25,2020-01-25
1066,2020-02-24,1.24,2020-01-24
1067,2020-02-21,1.23,2020-01-21
1068,2020-02-20,1.23,2020-01-20
1069,2020-02-19,1.24,2020-01-19
1070,2020-02-18,1.23,2020-01-18
1071,2020-02-17,1.24,2020-01-17
1072,2020-02-14,1.24,2020-01-14
1073,2020-02-13,1.26,2020-01-13
1074,2020-02-12,1.26,2020-01-12
1075,2020-02-11,1.26,2020-01-11
1076,2020-02-10,1.24,2020-01-10
1077,2020-02-07,1.22,2020-01-07
1078,2020-02-06,1.23,2020-01-06
1079,2020-02-05,1.23,2020-01-05
1080,2020-02-04,1.22,2020-01-04
1081,2020-02-03,1.22,2020-01-03
1082,2020-01-31,1.25,2019-12-31
1083,2020-01-30,1.24,2019-12-30
1084,2020-01-29,1.25,2019-12-29
1085,2020-01-28,1.26,2019-12-28
1086,2020-01-23,1.28,2019-12-23
1087,2020-01-22,1.28,2019-12-22
1088,2020-01-21,1.29,2019-12-21
1089,2020-01-20,1.28,2019-12-20
1090,2020-01-17,1.28,2019-12-17
1091,2020-01-16,1.27,2019-12-16
1092,2020-01-15,1.27,2019-12-15
1093,2020-01-14,1.27,2019-12-14
1094,2020-01-13,1.29,2019-12-13
1095,2020-01-10,1.28,2019-12-10
1096,2020-01-09,1.28,2019-12-09
1097,2020-01-08,1.25,2019-12-08
1098,2020-01-07,1.27,2019-12-07
1099,2020-01-06,1.29,2019-12-06
1100,2020-01-03,1.27,2019-12-03
1101,2020-01-02,1.3,2019-12-02
1102,2019-12-31,1.39,2019-11-30
1103,2019-12-30,1.31,2019-11-30
1104,2019-12-27,1.31,2019-11-27
1105,2019-12-26,1.31,2019-11-26
1106,2019-12-24,1.3,2019-11-24
1107,2019-12-23,1.29,2019-11-23
1108,2019-12-20,1.28,2019-11-20
1109,2019-12-19,1.29,2019-11-19
1110,2019-12-18,1.28,2019-11-18
1111,2019-12-17,1.28,2019-11-17
1112,2019-12-16,1.29,2019-11-16
1113,2019-12-13,1.3,2019-11-13
1114,2019-12-12,1.3,2019-11-12
1115,2019-12-11,1.26,2019-11-11
1116,2019-12-10,1.28,2019-11-10
1117,2019-12-09,1.26,2019-11-09
1118,2019-12-06,1.24,2019-11-06
1119,2019-12-05,1.25,2019-11-05
1120,2019-12-04,1.24,2019-11-04
1121,2019-12-03,1.24,2019-11-03
1122,2019-12-02,1.25,2019-11-02
1123,2019-11-29,1.28,2019-10-29
1124,2019-11-28,1.25,2019-10-28
1125,2019-11-27,1.26,2019-10-27
1126,2019-11-26,1.27,2019-10-26
1127,2019-11-25,1.27,2019-10-25
1128,2019-11-22,1.29,2019-10-22
1129,2019-11-21,1.29,2019-10-21
1130,2019-11-20,1.3,2019-10-20
1131,2019-11-19,1.29,2019-10-19
1132,2019-11-18,1.3,2019-10-18
1133,2019-11-15,1.3,2019-10-15
1134,2019-11-14,1.3,2019-10-14
1135,2019-11-13,1.32,2019-10-13
1136,2019-11-12,1.32,2019-10-12
1137,2019-11-11,1.3,2019-10-11
1138,2019-11-08,1.28,2019-10-08
1139,2019-11-07,1.26,2019-10-07
1140,2019-11-06,1.24,2019-10-06
1141,2019-11-05,1.25,2019-10-05
1142,2019-11-04,1.25,2019-10-04
1143,2019-11-01,1.25,2019-10-01
1144,2019-10-31,1.29,2019-09-30
1145,2019-10-30,1.26,2019-09-30
1146,2019-10-29,1.24,2019-09-29
1147,2019-10-28,1.54,2019-09-28
1148,2019-10-25,1.24,2019-09-25
1149,2019-10-24,1.23,2019-09-24
1150,2019-10-23,1.24,2019-09-23
1151,2019-10-22,1.24,2019-09-22
1152,2019-10-21,1.25,2019-09-21
1153,2019-10-18,1.25,2019-09-18
1154,2019-10-17,1.25,2019-09-17
1155,2019-10-16,1.28,2019-09-16
1156,2019-10-15,1.52,2019-09-15
1157,2019-10-14,1.53,2019-09-14
1158,2019-10-11,1.55,2019-09-11
1159,2019-10-10,1.51,2019-09-10
1160,2019-10-08,1.48,2019-09-08
1161,2019-10-07,1.46,2019-09-07
1162,2019-10-04,1.52,2019-09-04
1163,2019-10-02,1.51,2019-09-02
1164,2019-10-01,1.55,2019-09-01
1165,2019-09-30,1.58,2019-08-30
1166,2019-09-27,1.54,2019-08-27
1167,2019-09-26,1.53,2019-08-26
1168,2019-09-25,1.53,2019-08-25
1169,2019-09-24,1.51,2019-08-24
1170,2019-09-23,1.51,2019-08-23
1171,2019-09-20,1.51,2019-08-20
1172,2019-09-19,1.5,2019-08-19
1173,2019-09-18,1.5,2019-08-18
1174,2019-09-17,1.52,2019-08-17
1175,2019-09-16,1.52,2019-08-16
1176,2019-09-11,1.49,2019-08-11
1177,2019-09-10,1.51,2019-08-10
1178,2019-09-09,1.56,2019-08-09
1179,2019-09-06,1.53,2019-08-06
1180,2019-09-05,1.5,2019-08-05
1181,2019-09-04,1.49,2019-08-04
1182,2019-09-03,1.5,2019-08-03
1183,2019-09-02,1.5,2019-08-02
1184,2019-08-30,1.54,2019-07-30
1185,2019-08-29,1.51,2019-07-29
1186,2019-08-28,1.51,2019-07-28
1187,2019-08-27,1.53,2019-07-27
1188,2019-08-26,1.53,2019-07-26
1189,2019-08-23,1.53,2019-07-23
1190,2019-08-22,1.52,2019-07-22
1191,2019-08-21,1.51,2019-07-21
1192,2019-08-20,1.51,2019-07-20
1193,2019-08-19,1.51,2019-07-19
1194,2019-08-16,1.52,2019-07-16
1195,2019-08-14,1.52,2019-07-14
1196,2019-08-13,1.52,2019-07-13
1197,2019-08-12,1.52,2019-07-12
1198,2019-08-09,1.5,2019-07-09
1199,2019-08-08,1.49,2019-07-08
1200,2019-08-07,1.49,2019-07-07
1201,2019-08-06,1.49,2019-07-06
1202,2019-08-05,1.49,2019-07-05
1203,2019-08-02,1.48,2019-07-02
1204,2019-08-01,1.51,2019-07-01
1205,2019-07-31,1.56,2019-06-30
1206,2019-07-30,1.52,2019-06-30
1207,2019-07-29,1.5,2019-06-29
1208,2019-07-26,1.51,2019-06-26
1209,2019-07-25,1.5,2019-06-25
1210,2019-07-24,1.48,2019-06-24
1211,2019-07-23,1.48,2019-06-23
1212,2019-07-22,1.48,2019-06-22
1213,2019-07-19,1.49,2019-06-19
1214,2019-07-18,1.5,2019-06-18
1215,2019-07-17,1.72,2019-06-17
1216,2019-07-16,1.72,2019-06-16
1217,2019-07-15,1.73,2019-06-15
1218,2019-07-12,1.74,2019-06-12
1219,2019-07-11,1.75,2019-06-11
1220,2019-07-10,1.74,2019-06-10
1221,2019-07-09,1.69,2019-06-09
1222,2019-07-08,1.73,2019-06-08
1223,2019-07-05,1.73,2019-06-05
1224,2019-07-04,1.73,2019-06-04
1225,2019-07-03,1.73,2019-06-03
1226,2019-07-02,1.73,2019-06-02
1227,2019-07-01,1.75,2019-06-01
1228,2019-06-28,1.83,2019-05-28
1229,2019-06-27,1.77,2019-05-27
1230,2019-06-26,1.76,2019-05-26
1231,2019-06-25,1.75,2019-05-25
1232,2019-06-24,1.75,2019-05-24
1233,2019-06-21,1.74,2019-05-21
1234,2019-06-20,1.75,2019-05-20
1235,2019-06-19,1.76,2019-05-19
1236,2019-06-18,1.75,2019-05-18
1237,2019-06-17,1.76,2019-05-17
1238,2019-06-14,1.74,2019-05-14
1239,2019-06-13,1.75,2019-05-13
1240,2019-06-12,1.75,2019-05-12
1241,2019-06-11,1.75,2019-05-11
1242,2019-06-10,1.75,2019-05-10
1243,2019-06-07,1.77,2019-05-07
1244,2019-06-05,1.73,2019-05-05
1245,2019-06-04,1.75,2019-05-04
1246,2019-06-03,1.77,2019-05-03
1247,2019-05-31,1.79,2019-04-30
1248,2019-05-30,1.76,2019-04-30
1249,2019-05-29,1.75,2019-04-29
1250,2019-05-28,1.75,2019-04-28
1251,2019-05-27,1.75,2019-04-27
1252,2019-05-24,1.73,2019-04-24
1253,2019-05-23,1.74,2019-04-23
1254,2019-05-22,1.73,2019-04-22
1255,2019-05-21,1.73,2019-04-21
1256,2019-05-20,1.76,2019-04-20
1257,2019-05-17,1.74,2019-04-17
1258,2019-05-16,1.75,2019-04-16
1259,2019-05-15,1.76,2019-04-15
1260,2019-05-14,1.73,2019-04-14
1261,2019-05-13,1.75,2019-04-13
1262,2019-05-10,1.74,2019-04-10
1263,2019-05-09,1.73,2019-04-09
1264,2019-05-08,1.73,2019-04-08
1265,2019-05-07,1.73,2019-04-07
1266,2019-05-03,1.74,2019-04-03
1267,2019-05-02,1.75,2019-04-02
1268,2019-04-30,1.79,2019-03-30
1269,2019-04-29,1.73,2019-03-29
1270,2019-04-26,1.73,2019-03-26
1271,2019-04-25,1.73,2019-03-25
1272,2019-04-24,1.73,2019-03-24
1273,2019-04-23,1.75,2019-03-23
1274,2019-04-22,1.74,2019-03-22
1275,2019-04-19,1.75,2019-03-19
1276,2019-04-18,1.72,2019-03-18
1277,2019-04-17,1.73,2019-03-17
1278,2019-04-16,1.76,2019-03-16
1279,2019-04-15,1.77,2019-03-15
1280,2019-04-12,1.76,2019-03-12
1281,2019-04-11,1.78,2019-03-11
1282,2019-04-10,1.75,2019-03-10
1283,2019-04-09,1.77,2019-03-09
1284,2019-04-08,1.76,2019-03-08
1285,2019-04-05,1.75,2019-03-05
1286,2019-04-04,1.72,2019-03-04
1287,2019-04-03,1.7,2019-03-03
1288,2019-04-02,1.75,2019-03-02
1289,2019-04-01,1.75,2019-03-01
1290,2019-03-29,1.81,2019-02-28
1291,2019-03-28,1.76,2019-02-28
1292,2019-03-27,1.74,2019-02-27
1293,2019-03-26,1.77,2019-02-26
1294,2019-03-25,1.75,2019-02-25
1295,2019-03-22,1.75,2019-02-22
1296,2019-03-21,1.74,2019-02-21
1297,2019-03-20,1.74,2019-02-20
1298,2019-03-19,1.74,2019-02-19
1299,2019-03-18,1.76,2019-02-18
1300,2019-03-15,1.73,2019-02-15
1301,2019-03-14,1.75,2019-02-14
1302,2019-03-13,1.78,2019-02-13
1303,2019-03-12,1.76,2019-02-12
1304,2019-03-11,1.77,2019-02-11
1305,2019-03-08,1.78,2019-02-08
1306,2019-03-07,1.76,2019-02-07
1307,2019-03-06,1.75,2019-02-06
1308,2019-03-05,1.77,2019-02-05
1309,2019-03-04,1.76,2019-02-04
1310,2019-02-28,1.8,2019-01-28
1311,2019-02-27,1.77,2019-01-27
1312,2019-02-26,1.76,2019-01-26
1313,2019-02-25,1.77,2019-01-25
1314,2019-02-22,1.76,2019-01-22
1315,2019-02-21,1.76,2019-01-21
1316,2019-02-20,1.75,2019-01-20
1317,2019-02-19,1.76,2019-01-19
1318,2019-02-18,1.78,2019-01-18
1319,2019-02-15,1.77,2019-01-15
1320,2019-02-14,1.76,2019-01-14
1321,2019-02-13,1.74,2019-01-13
1322,2019-02-12,1.75,2019-01-12
1323,2019-02-11,1.74,2019-01-11
1324,2019-02-08,1.75,2019-01-08
1325,2019-02-07,1.75,2019-01-07
1326,2019-02-01,1.74,2019-01-01
1327,2019-01-31,1.81,2018-12-31
1328,2019-01-30,1.74,2018-12-30
1329,2019-01-29,1.74,2018-12-29
1330,2019-01-28,1.76,2018-12-28
1331,2019-01-25,1.76,2018-12-25
1332,2019-01-24,1.75,2018-12-24
1333,2019-01-23,1.78,2018-12-23
1334,2019-01-22,1.77,2018-12-22
1335,2019-01-21,1.76,2018-12-21
1336,2019-01-18,1.75,2018-12-18
1337,2019-01-17,1.75,2018-12-17
1338,2019-01-16,1.75,2018-12-16
1339,2019-01-15,1.74,2018-12-15
1340,2019-01-14,1.73,2018-12-14
1341,2019-01-11,1.75,2018-12-11
1342,2019-01-10,1.75,2018-12-10
1343,2019-01-09,1.73,2018-12-09
1344,2019-01-08,1.74,2018-12-08
1345,2019-01-07,1.74,2018-12-07
1346,2019-01-04,1.75,2018-12-04
1347,2019-01-03,1.77,2018-12-03
1348,2019-01-02,1.83,2018-12-02
1349,2018-12-31,1.89,2018-11-30
1350,2018-12-28,1.82,2018-11-28
1351,2018-12-27,1.82,2018-11-27
1352,2018-12-26,1.78,2018-11-26
1353,2018-12-24,1.77,2018-11-24
1354,2018-12-21,1.78,2018-11-21
1355,2018-12-20,1.77,2018-11-20
1356,2018-12-19,1.75,2018-11-19
1357,2018-12-18,1.75,2018-11-18
1358,2018-12-17,1.76,2018-11-17
1359,2018-12-14,1.76,2018-11-14
1360,2018-12-13,1.75,2018-11-13
1361,2018-12-12,1.77,2018-11-12
1362,2018-12-11,1.76,2018-11-11
1363,2018-12-10,1.76,2018-11-10
1364,2018-12-07,1.75,2018-11-07
1365,2018-12-06,1.71,2018-11-06
1366,2018-12-05,1.73,2018-11-05
1367,2018-12-04,1.68,2018-11-04
1368,2018-12-03,1.74,2018-11-03
1369,2018-11-30,1.76,2018-10-30
1370,2018-11-29,1.49,2018-10-29
1371,2018-11-28,1.48,2018-10-28
1372,2018-11-27,1.49,2018-10-27
1373,2018-11-26,1.52,2018-10-26
1374,2018-11-23,1.52,2018-10-23
1375,2018-11-22,1.53,2018-10-22
1376,2018-11-21,1.5,2018-10-21
1377,2018-11-20,1.52,2018-10-20
1378,2018-11-19,1.51,2018-10-19
